repo	status	prismaModels	ourModels	prismaFks	ourFks	disagreements	detail
xFafouri/validateur-facturx	missing-file						
oussamaferjani88/carthapos-mai-prod	missing-file						
Tsiarofy/Eschool_back	missing-file						
Andriu-Dex/safe-ride-pro	missing-file						
agueroda2004/FarmSaaS	missing-file						
praneethbadugu7781-create/maheshverse1	missing-file						
wertmullerf/kinescius	missing-file						
NITESHBHARDWAJ001/AI_Enabled_Health_system	missing-file						
imranka641/islamic-learning-platform	missing-file						
Me-Phakorn/Document-AI	missing-file						
elmore676/farm	missing-file						
sfectonir-Pfe/mka-lms-2025	missing-file						
KimAnhPhi/DreamHigh-Management-System	missing-file						
Gamal2036/techfusion-ai	missing-file						
SR-Extreme/OmniPrep	missing-file						
mcdaddytn/SysMuse	missing-file						
pkellner/bring-me-home	missing-file						
RayyanKimoi/IntelliCampus	missing-file						
amit78kum/litellm--main	missing-file						
bell24xcom/forBell24x	missing-file						
mohamedmodizo/Budget-bite-kenya	missing-file						
AstraOnlineWeb/astracampaign	missing-file						
sail0kevin/AgentForge	missing-file						
aime-stack/cuptrace	missing-file						
DucQuyen199/Chinese_Web	missing-file						
aoe-pl/aoe-pl	missing-file						
BmoandShiro/garden-logbook	missing-file						
Chari143/novelmangahub	missing-file						
danikim8/moving-dani-be	missing-file						
AliAmmar15/ITHAR	missing-file						
nimblodevs/School_SMIS_Lama_Dev	missing-file						
LSapee/db-bot	missing-file						
case2392/BreyannaApp	missing-file						
gustaf30/cheerconnect	missing-file						
xanemedia-art/date	missing-file						
toddhall0/deal_pilot_10.2	missing-file						
lumenstech/ohm7	missing-file						
Eulab-EugenioRenna/worshipcloud	missing-file						
sanjyotagureddy/renuwritespoem	missing-file						
Debalent/ScoutVision-Production	missing-file						
nikesh01-free/parasmedicineapp-b2b-	missing-file						
Vamshik07/Personalized-learning-coach-Agent	missing-file						
ToratYosef/PhoneFilter	missing-file						
SENIC2025/SEQ-Elevate	missing-file						
alkmic/etica	missing-file						
nguyenhuy238/dcreator-platform	missing-file						
abderrahmenbenammar/sirajj	missing-file						
relense/influencer-markt	missing-file						
AmolBhalerao8/zmvp	missing-file						
cuong-under/clogin-backend-api	missing-file						
karthikjanagiraman/equity-strategy-engine	missing-file						
Maksenoff/trackflow-next	missing-file						
xavierdev25/kori-backend	missing-file						
roth-sorayuth/PassKru	missing-file						
sakisthb/ads-pro-win	missing-file						
Tsimpolos/careercatalystchallenge	missing-file						
eliezerphilippe0-spec/union-digitale	missing-file						
ajay-kushwaha-aj/ClearMed-Hackathon	missing-file						
Karlmit/KampKollen	missing-file						
Huy289cb/chuyen-gia-crypto	missing-file						
Maruffayz/CBU	missing-file						
rithvik4/security-app	missing-file						
heyattrangi/app-heyattrangi	missing-file						
emorgency/ML-Finsight	missing-file						
w-jardim/cotacerta	missing-file						
stefkostefko92-ux/Few-few	missing-file						
qazxswedc7144-boop/pharmaflow	missing-file						
kidmortal/poring-adventure-api	missing-file						
jitenkr2030/cannaos	missing-file						
jackthomasanderson/glou-server	missing-file						
DipenB729/HamroKhajaGhar	missing-file						
IgorMirkhanov/AI-Context-Buyer-Platform	missing-file						
darshan-verma/darshan-dharmlok	missing-file						
BuildingSyncApp/BuildingSync-Web	missing-file						
bessavagner/clinics_agent	missing-file						
Laureen-L/ALMS-Group-10	missing-file						
matiasfarrierzuniga-rgb/SGI-Curime	missing-file						
code-hero23/peopledesk	missing-file						
americansalb/propertymanager	missing-file						
Chidi-creator/need-homes-investment-backend	missing-file						
Ruandou/dreamer	missing-file						
wanzicong/githubstars	missing-file						
mrshahbazdev/cashflow-cod	missing-file						
AhmedRedaG/Salamti	missing-file						
denisvalverde/chatbot_dados_customizados	missing-file						
esakash12/Mogent	missing-file						
afnanahmadtariq/avnp	missing-file						
shaahir27/Finora	missing-file						
notnotype/cosmos	missing-file						
phongnq424/forum-project	missing-file						
returnhex/Xecom-Backend	missing-file						
renatinhocg/bruna	missing-file						
shkshhnwz/SilverCare-Elderly-Healthcare-Medication-and-Caregiver-Assistance-App	missing-file						
cchitsiang/staq	missing-file						
Mohameddeveloper04/praxire-web	missing-file						
vibhuxyz/fishStudio	missing-file						
Dagde/DFP-NEO-V2	missing-file						
abraham-yusuf/web3ai-hub	missing-file						
micode-ai/accounting-ai-agent	missing-file						
kylesalcedo/body-iq	missing-file						
jpoindexter/fabrk-dev	missing-file						
chaitanyanarukulla/QA-Nexus	missing-file						
Akanimoh12/Stellar-Tipz	missing-file						
lumi-devs/Lumi	missing-file						
S0mt0/zof-admin	missing-file						
danmlarsen/nextlift-backend	missing-file						
LeoLiuGitbox/zen_outdoor_website	missing-file						
sandroV1972/studio_compliance_manager	missing-file						
Aman-Kumar342/urban-furniture-accounting	missing-file						
bedakoman-prog/gem-market-backend	missing-file						
mac23080131/life-lessons	missing-file						
avoirlabodermatologique/avoirlabodermatologique	missing-file						
JEN-chad/FMI	missing-file						
huzefa125/Lead-Manager	missing-file						
akshq96/Bet-Set	missing-file						
iamhedonist23/InterviewPrep	missing-file						
kylian69/lumero	missing-file						
OmarAladarbeh/Tajr	missing-file						
MarcinMove37ai/infle_app	missing-file						
Choeng-Rayu/das-tern	missing-file						
hoangvucao12/Sodaka	missing-file						
Raymondknows/pfm-backend	missing-file						
Thangdes/lackey	missing-file						
automataevox/Orbitr	missing-file						
aboobackerrikkasofficial-cell/RKPeedika	missing-file						
trieuunv/medical-blockchain	missing-file						
marck-h-cmd/sistema-tesis	missing-file						
dlorenson93/Terra-Trionfo	missing-file						
defnotwig/slopshield-ai	missing-file						
Salaheddine-Hadraoui/kestro	missing-file						
qazxswedc7144-boop/Pharmaflow-350	missing-file						
AnatoliiYarmolenko/ttrpg-platform	missing-file						
sudharshans2009/Sms1	missing-file						
TristanBlg/otomai	missing-file						
AWGinternational/mr.mobile_awg	missing-file						
laethazher/alhasani-home-center-cat	missing-file						
willchristopher/PocketQuad	missing-file						
totoz-wellness/totoz-wellness-app	missing-file						
Ioshuasl/saas-b2b-multi-tenant-barbearia	missing-file						
smpmgroup/ClassifiedsTG	missing-file						
annie-bw/Daraja_Skills	missing-file						
Toyaaaang/happy-tails	missing-file						
Hjgjkfgj/rheos-core	missing-file						
MrBlackSheep91/tracking-crm-framework	missing-file						
smacchesney/storywink_mono	missing-file						
Juanpacol/Nab-	missing-file						
knightappsdev/driveschooluk	missing-file						
khovan123/philo-mind	missing-file						
medali150/university-platform	missing-file						
briandoyle81/void-tactics-fe-eth-ny-26	missing-file						
Jejenzmi/jateng-cashconnect	missing-file						
Jejenzmi/simrszen	missing-file						
MuhammadIbnuA/practicum-sys-be	missing-file						
Julieta-Pichot/fitlogic-backend	missing-file						
khuygbaataro/soyol-erdem-web	missing-file						
ripper7375/trading-alerts-saas-public	missing-file						
CrazyAngelm/WebMaster	missing-file						
leonardo-lacerda/LeadFlow	missing-file						
g4bri3lknight/raccon-city-rpg	missing-file						
CUraweda/Sade-Ticketing-BE	missing-file						
HRYET/hryet-website	missing-file						
sparky9/csuite	missing-file						
cyranoaladin/nexus-project_v0	missing-file						
Git12354343/primedetailings	missing-file						
Ahmed-elssamman/ERD-Ehsbha	missing-file						
HoneyBadgered/alchemy	missing-file						
Manduz-eng/clinic-lite	missing-file						
CaptainPhantasy/precision-sewer-inspection	missing-file						
jamusilwal/E-commerce-project	missing-file						
officefish/Membrana	missing-file						
mdepraba/svet	missing-file						
fsmolina-64/FinanzaViva	missing-file						
janinadm/task-automatizator	missing-file						
Counterbalance-Economics/vctt-agi-engine	missing-file						
fernandoths98/LapakPOS	missing-file						
AbbasAli4ever/fin-n	missing-file						
Intellisys-Products/pms	missing-file						
KEVIN01306/motoserviciovm	missing-file						
Zenoo/labrute	missing-file						
EthanKim88/26-AITU-FINAL-SNAPSHOT	missing-file						
neutron420/Sharebite	missing-file						
SatyamVyas04/Avruti	missing-file						
Bhuvan2402-bhuvan/erp1	missing-file						
finn-abel/careerforge	missing-file						
dlane25/sceneforge-ai	missing-file						
DarrellRichards/iracehub	missing-file						
COS301-SE-2026/ConsultIQ	missing-file						
PARANDHAMAREDDYBOMMAKA/farmcon	missing-file						
ahmad9059/RAF-SP	missing-file						
cecep31/nestbackend	missing-file						
Shubhangam-Singh/Health-Manager	missing-file						
Gopik11/englexa_backend	missing-file						
jimech/casino-games	missing-file						
studioWebSpark/travauxcentre	missing-file						
PradeepMuthuswamy/mess-manager	missing-file						
mateho-369/fanora	missing-file						
sacarmona/Flujo_Caja	missing-file						
brindel2024-design/ECOPYE-PRO-CHANTIER	missing-file						
rajeet-04/RESCURE	missing-file						
VishalMandala/gkQuizApp	missing-file						
NeonAnubis/CONACI	missing-file						
flaviomeloautomacao-ui/automacao-ui	missing-file						
samcnergy/usflooring	missing-file						
baldrich97/hester_trucking_web	missing-file						
nivek9922/kyzz	missing-file						
Atomicix26/resort-maisondenongkhiaw-systemnews	missing-file						
Mvgnu/agentv	missing-file						
Shawmiya2/buyamia-live-shop	missing-file						
novryanda/api-ross	missing-file						
Digital-Queue-Management-Platform/DQMS-final-backend	missing-file						
javasparrows/Unmute-AI	missing-file						
MandraVEVO/backend-nizaxhuni	missing-file						
new-web-projects/HYS.Service	missing-file						
vtuabadi-dev/admin-vtu	missing-file						
anurag29bishnoi/UDYOGSETHU	missing-file						
Jonas-Aaron-Raab/NextTask	missing-file						
alokydv9045/nayibareilly	missing-file						
philani1H/academe-portal-2025	missing-file						
biratkdk/Earthlyn-Frontend	missing-file						
Siegrain-Ops/Pathfinder_Web_App	missing-file						
zkite626/Counterattack-Offer	missing-file						
segabrielcarvalho/vaca-api	missing-file						
MusthabaSM/Immutable-police-record-management-system	missing-file						
4justo/WhatApp-Bot	missing-file						
bemoshiur/RMG-Order-Merchandising-Management-System	missing-file						
alice-444/ls_app	missing-file						
GoddRin/Project-Nexus	missing-file						
mdseyam-as/SEOau	missing-file						
zilshaked-cell/steps	missing-file						
byteom/university-college-directory-api	missing-file						
rafael-hc/AoPonto-FoodService	missing-file						
ITty-Company/watta-sushi	missing-file						
rojasjo-2026/mi-app	missing-file						
ricardofilipebondor/multi-tenant-platform	missing-file						
Kennong09/budgetme	missing-file						
lofidonut3/matchlab	missing-file						
duvidh/buildpro	missing-file						
princekumar-dev/evo-v2	missing-file						
Kvarell/ttrpg-platform	missing-file						
clinkaengineering-ops/CLINKA	missing-file						
adrian-danciu/corpex-erp	missing-file						
alisoncossette/bolospot	missing-file						
fredichfoundou09-ux/sentinelle_numerique	missing-file						
CaptainPhantasy/PSI09182026	missing-file						
dineshv18/Monarkfx	missing-file						
kavya49/cerex-real-estate	missing-file						
vipindagar7/erp-feedback	missing-file						
golddick/xonnect-v1	missing-file						
Mindmaster9408/LorencoAccountingS	missing-file						
mithilP007/Dsimlab	missing-file						
workmaxime515-ai/gastro-pilot-FINAL	missing-file						
artpromedia/aivo-v5	missing-file						
alexkemboi/DONT-STUCK-SOLUTION	missing-file						
QodeSites/qode-dashboard-new	missing-file						
pharmacybill06-arch/Pharmacy	missing-file						
glowframe6306-maker/AUTO-CARD-MARKER	missing-file						
mattythedogtrainer/k9-genius	missing-file						
All-eatery/EatsFinder-BE	missing-file						
Shreesh-Sree/codepro	missing-file						
Shreesh-Sree/codepro-workflow	missing-file						
K1LL3R1301/app-venda-ingressos	missing-file						
Anwar5533/Shiftly	missing-file						
Doenet/DoenetApps	missing-file						
bynarig/redage3-rework	missing-file						
creatystr/photo-ident	missing-file						
Grey-Workers-Togo/mr-wallet	missing-file						
countstarss/Synaply	missing-file						
doesnotzero/cenastudio	missing-file						
bherila/2020-website	missing-file						
Sergityn10/carpooling-user-nodejs	missing-file						
EliasMartinzs/gym-os	missing-file						
devilal0214/realestate-lead-agent	missing-file						
Rybak2001/novatech-contabilidad	missing-file						
Dungta1112/digital_library	missing-file						
shiblesadik603/ride-sharing-backend	missing-file						
othesisrentals/HybridTradeAI	missing-file						
TheNewAutonomy/token_influencer_bot	missing-file						
thiagow/calenvoapp	missing-file						
SmolTech/CityForge	missing-file						
bapenacruz/Revisare	missing-file						
felixdomingos1/backend-stivy	missing-file						
junlung/market	missing-file						
kalytamykhailo18-cyber/agendux-booking-platform	missing-file						
abbasaisolutions/Notive_2	missing-file						
munafmd9849/PORTAL	missing-file						
FransMalifra/1	missing-file						
abrar5518/faisalyamin.com	missing-file						
VinniZP/lingx	missing-file						
stevegee006/FitTrackr	missing-file						
hassanimran742-create/Smart_Fleet	missing-file						
Ifeoluwayemisi/lumora	missing-file						
ConanZHZH/cal_dot_com__cal.com__cubic-v2__PR10967__20260313	missing-file						
KaranSinghBisht/Zurpay	missing-file						
Krishh-21/restunt	missing-file						
10100101011010/pbw-2026-final-projects	missing-file						
yousuf89official/Collaborative-Intelligence	missing-file						
varun-101/yoloapply	missing-file						
StevenDohrman/ABS_Challenge	missing-file						
Alejostone1/TurnosControl	missing-file						
adressflo/thaicook	missing-file						
Kadalzz/Edu_Project_LMS	missing-file						
baalvionservice/Baalvion-Project-Infra	missing-file						
MohammedRamiAlzend/BabRizq	missing-file						
alaqmarr/sportsvilla	missing-file						
kingsmark16/Letterly	missing-file						
bharani-01/Aero-MAGE	missing-file						
Aviyadav22/ParalegalAI	missing-file						
ChrisCaponeLima/LWC	missing-file						
AmbraSoftware/Ambra-Code	missing-file						
nguyenxduc/ngx-e-commerce	missing-file						
mchost252/roomscore	missing-file						
Caren3249p/Proyectos-integradores	missing-file						
technochest/PMS	missing-file						
saifullah-max/pegahcm-backend	missing-file						
artjolzaimii/EcoRouteApp	missing-file						
horsnel/scrapesuite-engine	missing-file						
SalemDevLouy/pfe_full_app	missing-file						
diogenesmendes01/MendesAplication	missing-file						
ryha25/smart-wallet-copy-trade-ver-1	missing-file						
SohaibAmjad169/intelliaudit_dashboard	missing-file						
BenSwDev/lines	missing-file						
IrenePerezSant/postiz-app-etsii-urjc	missing-file						
rodaquino-OMNI/Coordenacao-Cuidado-Enterprise	missing-file						
koishybek/auction	missing-file						
Rudller/SurvivorQuestRepo	missing-file						
gorjessbbyx3/MixpostClone	missing-file						
nuribostan/abTestSoftware	missing-file						
mathursumit08/voc	missing-file						
Lordpluha/bitrate	missing-file						
anonfedora/stellovault	missing-file						
lashimao/apparel-ai-crm	missing-file						
mymba-softwares/sistema-castracao-backend	missing-file						
Bohiques-BPS/Pazzi	missing-file						
Ivan-Pinhal-Rodrigues/Keel-Foundation	missing-file						
HoDoR54/a-lote-chain	missing-file						
vishwa070206/Odoo-Hackathon-2026	missing-file						
mckechniep/sneatsnags	missing-file						
Chimiyai/prestij-dublaj-sitesi	missing-file						
St1ggy/cinetracker	missing-file						
simrrunnn/TaskFlow	missing-file						
ThaGuff/CHERISH	missing-file						
sohailansarix/soha	missing-file						
samuelmosesdev/Academicall-api	missing-file						
SenhorArroz/proeidi-nexus	missing-file						
outperosys/outpero-crm	missing-file						
Kryn-devv/MyPlanner	missing-file						
priyanshupaikra/notification	missing-file						
misbah7172/Elite-World	missing-file						
landonhauser7-sys/Everguardio	missing-file						
uzzirulzz-cyber/stream	missing-file						
Princebta1/call-sheet-2026	missing-file						
ZChigz/pfuma	missing-file						
Nishu3005/Krishi-pracharak	missing-file						
harshkushwaha7x/AI-Finance-Manager	missing-file						
giacculu/social-bets	missing-file						
bharani-01/QuickEats	missing-file						
satriabakti/-API-Corndog-Kane	missing-file						
foxjwjw99-rgb/study-tracker	missing-file						
qd5168/ai-job-market-intelligence	missing-file						
StivenR1128/PowerPos-Pioneers	missing-file						
riccardolinares/leggichenontornano	missing-file						
ppyecom/profelink-mvp	missing-file						
rianhasansiam/test_repo	missing-file						
02-anoop/pune-authors	missing-file						
ErvoDigital/LOFT	missing-file						
Racknar0/hercules-app	missing-file						
kienntheprfs/DATN	missing-file						
HSandz/DPCT	missing-file						
Yash121l/online-exam-system	missing-file						
josephas-llc/ballsackOS	missing-file						
JatnielCarr/EA-Sport	missing-file						
joaovitordossantosferreirafran-ux/delta	missing-file						
Andreviga/hrpro	missing-file						
telumi-app/telumi	missing-file						
amyssnippet/phc	missing-file						
Ayushma0208/gumroad	missing-file						
OlegUsatui/LifeRPG	missing-file						
code-review-benchmark/cal_dot_com__cal.com__copilot-v2__PR10967__20260624	missing-file						
tmp-offline-benchmark-test/cal_dot_com__cal.com__copilot-current__PR10967__20260331	missing-file						
LX-CodeReview/cal_dot_com__cal.com__codehawk__PR10967__20260407	missing-file						
code-review-benchmark/cal_dot_com__cal.com__qodo-v22__PR10967__20260312	missing-file						
YVTomov22/Mrezhen	missing-file						
kireevkit15-sys/-1	missing-file						
YVTomov22/mrezhen..	missing-file						
ryblake89/one_trick_book	missing-file						
IvnCoGrav/wa-clinic-bot	missing-file						
amrhsn74/SkipDistances	missing-file						
RahulMishra09/Prism---Academic-Publishing-Peer-Review-Platform	missing-file						
pmcart/reasongrid	missing-file						
ejcacciatore/rangekeeper	missing-file						
wlqtjl/TOB-	missing-file						
Aasheek111/Hackathon-2026-Team-GCES	missing-file						
vansh-88/Rydex	missing-file						
Christopher-Hayes/freelance-os	missing-file						
Gabr1elaugus700/WorkaPool	missing-file						
piyushhvarma/RJ	missing-file						
mahfuz091/sadamata-fullstack	missing-file						
engelmarkde/social_media	missing-file						
dncar13/marketing	missing-file						
altafpasha/postiz	missing-file						
Sudhanshuraj728/Rail_Setu	missing-file						
1Touch-dev/mixing-and-mastering	missing-file						
codevcn/thunderchat-server-ms	missing-file						
JotaSXBR/SistemaERP	missing-file						
imanElomari/postiz-brands	missing-file						
Vamshik1403/RistarFinalVersion	missing-file						
Miming02/Inventory-System	missing-file						
dchamindu826/IMA-New-Sys	missing-file						
IYair/postiz-frontend	missing-file						
imanElomari/media-admin	missing-file						
huzaifawork/glow-plus	missing-file						
kenrique100/cnersh-webapp	missing-file						
MakhtarF1/agriya-backend-nest	missing-file						
sakurahello1/inkreel	missing-file						
Assiddique96/DropCart-V2	missing-file						
willuhmjs/lingolearn	missing-file						
kamalcodezen/Ai-learning-roadmap	missing-file						
zxy230/GymPal	missing-file						
Miamiohlibs/chatbot	missing-file						
jmynes/punt	missing-file						
cabrazil/moviesf_back	missing-file						
jonatan-esprella-lopez/Backend-Gestionador	missing-file						
dharmawipraja/accounting-api	missing-file						
Dr-Dhoomketu/Customer_management_stm	missing-file						
NathnaelYimer/Dr.abel.health	missing-file						
arko05roy/StellarJourney	missing-file						
Kushh-Santhosh/fensta-phase1	missing-file						
marstankeldim/aqsha	missing-file						
Chadmik71/manly-clinic	missing-file						
ayushkdl12/Internship-Project-	missing-file						
shree-blip/NextHealth	missing-file						
VictorAlexandreLeitePolonio/HotelMaximosBack	missing-file						
sidra-ch/AusDrive	missing-file						
erisvulgaris/sankalp-upsc-accountability	missing-file						
Albano229/NOVA-STORE	missing-file						
josephjerryrhule/loft	missing-file						
jeliasrm/nutrios	missing-file						
agrpranjal07/vyomflow	missing-file						
neetrino/mobee.am	missing-file						
EzechielKiregha/Beauty_Nails_Salon_System	missing-file						
EquityAviator/ChainProof	missing-file						
Math49/centrale_nai_sahp_back	missing-file						
migueljnew-droid/biopoint	missing-file						
prosperibe834-lab/Noblecards-backend	missing-file						
sahilp15/SAT	missing-file						
dtsoden/pmo	missing-file						
cuongnadev/courier	missing-file						
VamadorF/LexSolar-BE	missing-file						
TsolidarioFG/2025-ENKI-campamentos	missing-file						
Kkaif4/inventory-management	missing-file						
patarok/godot-development	missing-file						
wenonly/narratox	missing-file						
aaaalfred/sicomfrontend	missing-file						
ZeekyGeekFreelance/NMPL_Ecom	missing-file						
jandrestrevinos-boop/pos-saas	missing-file						
uni24verse-sudo/UNIVERSE	missing-file						
waleeja25/seamless-task-suite	missing-file						
DanielCarrenoMar/amazonIA-marketplace	missing-file						
dave-manufor/clausync-ai	missing-file						
Copay-Africa/copay-server	missing-file						
torikkyun/open-project	missing-file						
azer-ben-zineb/Data-Volt	missing-file						
mezaklab/infrafield	missing-file						
Vilibonka/display-control	missing-file						
bradyoo12/buildee	missing-file						
Suprabhat3/zenbuild	missing-file						
JEROME-PRAKASH-L/Campus-Connect	missing-file						
Siwali/periokit-senior-project-backend	missing-file						
kofil8/Ez-Labtesting_Server	missing-file						
Welfo-Tech/main-repo	missing-file						
HelloJamong/customer-vault	missing-file						
valdibuana/Maleo-new_2	missing-file						
artisansstories/artisansstories	missing-file						
mikedim95/Garsone-Core	missing-file						
PapaFaly666/printalma-back-dep	missing-file						
jitenkr2030/Tech-Security-Co	missing-file						
EsmailDev21/phasr-server	missing-file						
Sahil-D29/orbit-inbox-crm	missing-file						
KRYZENSYS/00o-platform	missing-file						
nexmindit/Car-Stock-monorepo	missing-file						
Khakimovf/HR	missing-file						
yangshu2087/draftorbit	missing-file						
Jean-Yvan/safliix-back	missing-file						
thiennt/farca-api	missing-file						
Qu-n-ly-Phong-Kham-LongT/Web_BE	missing-file						
ImperialEdutechUK/IMET_SKILLS_INTELLIGENCE_SYSTEM	missing-file						
Tarkin888/ai-governance-studio	missing-file						
Sallysak/sylhn-pos	missing-file						
Vasuuu641/Student_Alumni_Network	missing-file						
MDcreator1/Writer_Plateform	missing-file						
HASSAN-RAMZAN59/client-agent	missing-file						
TomThermo/guartrix	missing-file						
Plillie96/NEW-DR-APP	missing-file						
vikasco987/msteamMAGIC_new	missing-file						
joshuaAryy/food-tracker	missing-file						
zliu95/corpWiki	missing-file						
husan0209/Casino	missing-file						
podkrepi-bg/api	missing-file						
Producdevity/EmuReady	missing-file						
IgorShadurin/app.yumcut.com	missing-file						
jayanthmb14/forthepeople	missing-file						
nisshchayarathi/gitverse-nextjs	missing-file						
Nerimity/nerimity-server	missing-file						
Rushik-B/Clira	missing-file						
AI-READI/fairhub-portal	missing-file						
IvanTran-2001/FriendChise	missing-file						
damian-pastorini/reldens-skeleton	missing-file						
masumi-network/masumi-payment-service	missing-file						
AstorisTheBrave/Rostra	missing-file						
Kunkun1234-1/lifeos	missing-file						
openshiporg/openfront-restaurant	missing-file						
bfernandez31/ai-board	missing-file						
Ondrej-Sulc/CereBro	missing-file						
gragorther/votes	missing-file						
HachiXD/Gatherend	missing-file						
Taskosaur/Taskosaur	missing-file						
braedonsaunders/bidwright	missing-file						
semaphore-chat/semaphore-chat	missing-file						
orekoapp/oreko	missing-file						
bxnlabs/litellm	missing-file						
KeppyNaushika/score-at-once-electron	missing-file						
ipti/br.ipti.tag.cras.api	missing-file						
amirhossein-moloki/PlayNest	missing-file						
seenuraj2007/DKS-medbill	missing-file						
enfarious/AshesAndAether_Server	missing-file						
snrthn/home_app	missing-file						
nguyenhung253/CloudOps	missing-file						
Shahoud867/NaSCon	missing-file						
HelvetiQuant/la-piazzetta	missing-file						
IshCodeBellz/DY-Officiallette	missing-file						
jgaya/padelnet	missing-file						
Samoulou/encave-app	missing-file						
francis872/vela	missing-file						
Itoshuga/SafirPocket	missing-file						
ohara-byte/logismile-wms	missing-file						
alanrabelo-pixel/Compras-Acerto	missing-file						
pedroapp100/remix-of-leva-e-tras-v6	missing-file						
KLTN-03-2026/GR8	missing-file						
giogimic/SaintsGamingWeb	missing-file						
OtacilioN/sistema-ecvo	missing-file						
UZA-SOLUTIONS/uza-mobility-bn	missing-file						
abdi2004574/veekay-webservices	missing-file						
muhtarbag/wpcrmvt	missing-file						
mostaquenaim/furniture-website	missing-file						
coconsulting2/Coco-app	missing-file						
KaloyanYordanov/cal.com.4.7.8	missing-file						
mutheejj/vote	missing-file						
shaftech0777/ST-Solutions-Platform-11	missing-file						
aansyawaluddin/be_moneva	missing-file						
credit-union-2-0-llc/broflo	missing-file						
mhshifat/pass-bangla	missing-file						
hachimi-cat/saas-malapos	missing-file						
zipthezap/Teamly	missing-file						
Eng-Loay/Your-Fav-Eng	missing-file						
kennethma08/movensa-gestion	missing-file						
Jorge-Loyo/srrhh-v2	missing-file						
Lock-Lee/meekong_api_nodejs_admin	missing-file						
Lambda-Works/simuverse	missing-file						
kacarlos23/bolao-copa-2026	missing-file						
agenticsorg/volunteer-portal	missing-file						
dhinadts/Marksheet	missing-file						
uelker70/saasicat	missing-file						
hansstolz/eaapp21	missing-file						
forwardFish/aiStoryRoom	missing-file						
Hemant-21/Sidhkofed-Website	missing-file						
crlx1q/GlukVPN	missing-file						
TrongThang/E-com-SmartNetSolution	missing-file						
ENDARTStudios/MEDIA-Rate	missing-file						
hitenpatel/abridge	missing-file						
Mahmoud-Elmaghraby/erp-system	missing-file						
general-joe/gcpr_backend	missing-file						
nnaemyx/papaego-backend	missing-file						
JUNIORPRUEVA/FULLTECHAPPPROYECTO	missing-file						
wasab1kastike/Project-A	missing-file						
Lazizdeveloper/Bobo-Doda	missing-file						
vistabylara-dev/quantara-ai-boq	missing-file						
Dave93/new_arryt	missing-file						
theRAGEhero/democracy-routes-v0.2.alpha	missing-file						
greffgraff04/ozamapay	missing-file						
baciuionut1983/ai-hair-architect	missing-file						
kapisejix/kanchuki	missing-file						
hoquocdat/scmc-system	missing-file						
cbsmithdigital/setmo	missing-file						
hiephanguyen01/booking-saas	missing-file						
eagles-edu/sis	missing-file						
kaleab-kali/FPPMS	missing-file						
Shivaprakash001/hms	missing-file						
Gadzera/AS	missing-file						
nedpearson/landdevelopment	missing-file						
lokmansarkar99/ticketing-ovh	missing-file						
wilson3centaurus/icecream	missing-file						
cardosobelempb/workspace-repo	missing-file						
abhishek036/EXC-APP-	missing-file						
AnasSfar/GROUPI	missing-file						
kdmaster0909-collab/Wisein	missing-file						
YashKunjir-13/Vargani	missing-file						
SadaqElmi/monorepo	missing-file						
brickagcopra/tasteseelife	missing-file						
kentro1443/edusync-platform	missing-file						
Legacymark2026/agency-v1	missing-file						
oyi77/1ai-nexus	missing-file						
jmandujano/rey_automotriz	missing-file						
Anchovia/noslog	missing-file						
SynthForceAI/build	missing-file						
Katwanyaa/School_Website	missing-file						
huangshifu-wiki/huangshifu-wiki	missing-file						
en3sctl/TransitIQ	missing-file						
shawnwong84/onepersonhub	missing-file						
mmmarxdr/kanon	missing-file						
rameshkr11111-beep/southaura	missing-file						
alexcynn/aipoten	missing-file						
ManuelEsmerio/delivery-florarte-app	missing-file						
shishirg46/YATRA-AI	missing-file						
lendbucket/salontransact	missing-file						
12jason0/DoNa	missing-file						
christkomika7/atlas-crm	missing-file						
Addy888/SMS	missing-file						
Jlin8124/canuckhire	missing-file						
orgbelajar/hono-collaborative-cart-api	missing-file						
jalsaad/Travail-Collaboratif	missing-file						
trantuankiet5980/pod-soft-api	missing-file						
yohan114/Fuel-System-V2	missing-file						
hsetsdigitals24/livingrite_dashboad	missing-file						
jaysbeekay/Hearth	missing-file						
Otd-llc/otd-academy	missing-file						
ShakyaAbi/Merlin-GarmentFac	missing-file						
ebensakyi/icesspool-web	missing-file						
ibazzam/workation-cms	missing-file						
zarinjas/kiznext	missing-file						
isushilkushwaha/Helixora	missing-file						
YasminIlagan/ATS--Applicant-Dashboard--AIMI	missing-file						
YUJIA1202/ielts-platform-backend	missing-file						
Leozerbib/gile-back	missing-file						
uhtech28/joinevent	missing-file						
guyoDev254/havia_api	missing-file						
EmperorC-ops/Orkora	missing-file						
aferapokitaysky/taskhuntweb	missing-file						
diegofal/dialfa-sales	missing-file						
Marres-bit/AutoGPT-practice	missing-file						
ironmanthang/mes-mini	missing-file						
stefsanty/t9l-website	missing-file						
Harowwld/themes-and-motifs	missing-file						
neointeraction/PWC-backend	missing-file						
minhhieple97/learn-tub	missing-file						
ziaaurehman/caply	missing-file						
MazterGD/TravelNest	missing-file						
jeremybuehler/learning-loop	missing-file						
thegpedge-ship-it/the-gp-edge	missing-file						
italia/pa-webinar	missing-file						
ForexYemeni/Takleefat	missing-file						
ShadrackKaku/CarVista	missing-file						
nguyeenhoangloi-spec/exam	missing-file						
Abdulsobur1-alt/MangaVerse	missing-file						
